"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_cfgVehicles_real_PistolSuppressor1","A muzzle device for select pistols and submachine guns. Reduces sound intensity and muzzle flash generated by firing.","A muzzle device for select pistols and submachine guns. Reduces sound intensity and muzzle flash generated by firing.","Doplněk na ústí hlavně vybraných pistolí a samopalů. Při výstřelu snižuje intenzitu zvuku a záblesk z hlavně.","Laufaufsatz für diverse Pistolen und Maschinenpistolen. Verringert Lärm und Mündungsfeuer.","Дульное устройство для некоторых пистолетов и пистолетов-пулеметов. Снижает интенсивность звука и дульную вспышку при стрельбе.","Tłumik na pistolety i pistolety maszynowe. Tłumi dźwięki i zmniejsza rozbłysk po wystrzale.","A muzzle device for select pistols and submachine guns. Reduces sound intensity and muzzle flash generated by firing.","Congegno da montare alla volata di determinate pistole e mitra per ridurre l’intensità del suono e il flash di bocca generato dallo sparo.","Un dispositivo silenciador para una selección de pistolas y metralletas. Reduce tanto la intensidad del sonido como el fogonazo que se produce al disparar.","Un dispositif monté sur le canon de certains pistolets et pistolets mitrailleurs. Réduit l'intensité du son et du flash lumineux produits par le tir.","槍口配件，適用於某些手槍與機關槍。降低開槍時的聲音強度與槍口火光。","特定のピストルと短機関銃のための銃口装置。射撃の際に発生する音の強さと銃口の火花を減少させる。","Um dispositivo de boca para pistolas e metralhadoras específicas. Reduz a intensidade do som e a luminosidade da boca ao disparar.","精选手枪和冲锋枪的枪口装置。可减少射击产生的声音强度和枪口焰。",
"STR_cfgVehicles_real_SKS_Bayonet0","SKS Bayonet","SKS Bayonet","Bajonet SKS","SKS-Bajonett","Штык СКС","Bagnet SKS","SKS Bayonet","Baionetta SKS","Bayoneta para SKS","Baïonnette de SKS","SKS 刺刀","SKS 銃剣","Baioneta SKS","SKS 刺刀",
"STR_cfgVehicles_real_SKS_Bayonet1","A bayonet for SKS rifle with a bayonet lug.","A bayonet for SKS rifle with a bayonet lug.","Bajonet na pušku SKS s montáží na bajonet.","Ein Bajonett für das SKS-Gewehr mit Bajonettaufsatz.","Штык к карабину СКС с выступом для крепления.","Bagnet na karabin SKS z odpowiednim uchwytem.","A bayonet for SKS rifle with a bayonet lug.","Una baionetta per fucile SKS con un attacco per baionetta.","Una bayoneta para el fusil SKS, con un agarre de bayoneta.","Une baïonnette pouvant être fixée au fusil SKS.","刺刀，可加裝在有刺刀座的 SKS 步槍。","着剣ラグのある SKS ライフルのための銃剣。","Uma baioneta para o fuzil SKS com uma trava de baioneta.","一种带有刺刀座的 SKS 步枪的刺刀。",
"STR_cfgVehicles_real_AK74_Hndgrd0","AK-74 Wooden Handguard","AK-74 Wooden Handguard","Dřevěné předpažbí AK-74","AK-74-Holz-Handschutz","Деревянное цевье АК-74","Drewniane łoże lufy AK-74","AK-74 Wooden Handguard","Paramani in legno AK-74","Empuñadura de madera AK-74","Garde-main en bois de AK-74","AK-74 木質扶手","AK-74 木製ハンドガード","Guarda-mão de madeira AK-74","AK-74 木制护手",
"STR_cfgVehicles_real_AK74_Hndgrd1","A wooden handguard for AK based assault rifle.","A wooden handguard for AK based assault rifle.","Dřevěné předpažbí útočné pušky AK.","Hölzerner Handschutz für AK-basierte Sturmgewehre.","Деревянное цевье для автоматов на базе АК.","Drewniane łoże do karabinu szturmowego AK.","A wooden handguard for AK based assault rifle.","Paramani in legno per fucili d’assalto di derivazione AK.","Una empuñadura de madera para el fusil de asalto tipo AK.","Un garde-main en bois pour les fusils de type AK.","木質扶手，適用 AK 系列突擊步槍。","AK ベースのアサルトライフルのための木製のハンドガード。","Um guarda-mão de madeira para fuzil de assalto baseado no AK.","AK 型突击步枪的木制护手。",
"STR_cfgVehicles_real_AK74_WoodBttstck0","AK-74 Wooden Buttstock","AK-74 Wooden Buttstock","Dřevěná pažba AK-74","AK-74-Holz-Schulterstütze","Деревянный приклад АК-74","Drewniana kolba AK-74","AK-74 Wooden Buttstock","Calcio in legno AK-74","Culata de madera AK-74","Crosse en bois de AK-74","AK-74 木質槍托","AK-74 木製銃床","Coronha de madeira AK-74","AK-74 木制枪托",
"STR_cfgVehicles_real_AK74_WoodBttstck1","A wooden buttstock for AK based assault rifle.","A wooden buttstock for AK based assault rifle.","Dřevěná pažba na útočné pušky AK.","Holz-Schulterstütze für AK-basierte Sturmgewehre.","Деревянный приклад для автоматов на базе АК.","Drewniana kolba do karabinu szturmowego AK.","A wooden buttstock for AK based assault rifle.","Calcio in legno per fucili d’assalto di derivazione AK.","Una culata de madera para el fusil de asalto tipo AK.","Une crosse en bois pour les fusils de type AK.","木質槍托，適用 AK 系列突擊步槍。","AK ベースのアサルトライフルのための木製の銃床。","Uma coronha de madeira para fuzil de assalto baseado no AK.","AK 型突击步枪的木制枪托。",
"STR_cfgVehicles_real_AKS74U_Bttstck0","AKS-74U Lightweight Buttstock","AKS-74U Lightweight Buttstock","Lehká pažba AKS-74U","Leichte AKS-74U-Schulterstütze","Легкий приклад АКС-74У","Lekka kolba AKS-74U","AKS-74U Lightweight Buttstock","Calcio leggero AKS-74U","Culata ligera AKS-74U","Crosse légère de AKS-74U","AKS-74U 輕便槍托","AKS-74U 軽量銃床","Coronha leve AKS-74U","AKS-74U 轻型枪托",
"STR_cfgVehicles_real_AKS74U_Bttstck1","A lightweight buttstock for the AKS-74U assault rifle.","A lightweight buttstock for the AKS-74U assault rifle.","Odlehčená pažba na útočnou pušku AKS-74U.","Eine leichte Schulterstütze für das AKS-74U-Sturmgewehr.","Легкий приклад для автомата АКС-74У.","Lekkiej konstrukcji kolba do karabinu szturmowego AKS-74U.","A lightweight buttstock for the AKS-74U assault rifle.","Calcio leggero per fucile d’assalto AKS-74U.","Una culata ligera para el fusil de asalto AKS-74U.","Une crosse légère pour le fusil d'assaut AKS-74U.","輕便槍托，適用 AKS-74U 突擊步槍。","AKS-74U アサルトライフルのための軽量な銃床。","Coronha leve para fuzil de assalto AKS-74U.","AKS-74U 突击步枪的轻型枪托。",
"STR_cfgVehicles_real_AK_FoldingBttstck0","AK Lightweight Buttstock","AK Lightweight Buttstock","Lehká pažba AK","Leichte AK-Schulterstütze","Легкий приклад АК","Lekka kolba AK","AK Lightweight Buttstock","Calcio leggero AK","Culata ligera AK","Crosse légère de AK","AK 輕便槍托","AK 軽量銃床","Coronha leve AK","AK 轻型枪托",
"STR_cfgVehicles_real_AK_FoldingBttstck1","A lightweight buttstock for the AK based assault rifle.","A lightweight buttstock for the AK based assault rifle.","Odlehčená pažba na útočné pušky AK.","Eine leichte Schulterstütze für AK-basierte Sturmgewehre.","Легкий приклад для автоматов на базе АК.","Lekkiej konstrukcji kolba do karabinu szturmowego AK.","A lightweight buttstock for the AK based assault rifle.","Calcio leggero per fucili d’assalto di derivazione AK.","Una culata ligera para fusiles de asalto tipo AK.","Une crosse légère pour les fusils d'assaut de type AK.","輕便槍托，適用 AK 系列突擊步槍。","AK ベースのアサルトライフルのための軽量な銃床。","Uma coronha leve para fuzil de assalto baseado no AK.","AK 型突击步枪的轻型枪托。",
"STR_cfgVehicles_real_AK_PlasticBttstck0","AK-101 Polymer Buttstock","AK-101 Polymer Buttstock","Polymerová pažba AK-101","AK-101-Polymer-Schulterstütze","Плм. приклад АК-101","Polimerowa kolba AK-101","AK-101 Polymer Buttstock","Calcio in polimero AK-101","Culata de polímero AK-101","Crosse polymère de AK-101","AK-101 聚合物槍托","AK-101 ポリマー銃床","Coronha de polímero AK-101","AK-101 聚合物枪托",
"STR_cfgVehicles_real_AK_PlasticBttstck1","A polymer buttstock for AK based assault rifles.","A polymer buttstock for AK based assault rifles.","Polymerová pažba na útočné pušky AK.","Polymer-Schulterstütze für AK-basierte Sturmgewehre.","Полимерный приклад для автоматов на базе АК.","Polimerowa kolba do karabinu szturmowego AK.","A polymer buttstock for AK based assault rifles.","Calcio in polimero per fucili d’assalto di derivazione AK.","Una culata de polímero para fusiles de asalto tipo AK.","Une crosse en polymère pour les fusils de type AK.","聚合物槍托，適用 AK 系列突擊步槍。","AK ベースのアサルトライフルのためのポリマー銃床。","Uma coronha de polímero para fuzis de assalto baseados em AK.","AK 型突击步枪的聚合物枪托。",
"STR_cfgVehicles_real_AK_PlasticHndgrd0","AK-101 Polymer Handguard","AK-101 Polymer Handguard","Polymerové předpažbí AK-101","AK-101-Polymer-Handschutz","Плм. цевье АК-101","Polimerowe łoże lufy AK-101","AK-101 Polymer Handguard","Paramani in polimero AK-101","Empuñadura de polímero AK-101","Garde-main polymère de AK-101","AK-101 聚合物扶手","AK-101 ポリマーハンドガード","Guarda-mão de polímero AK-101","AK-101 聚合物护手",
"STR_cfgVehicles_real_AK_PlasticHndgrd1","A polymer handguard for AK based assault rifles.","A polymer handguard for AK based assault rifles.","Polymerové předpažbí na útočné pušky AK.","Ein Polymer-Handschutz für AK-basierte Sturmgewehre.","Полимерное цевье для автоматов на базе АК.","Polimerowe łoże lufy do karabinu szturmowego AK.","A polymer handguard for AK based assault rifles.","Paramani in polimero per fucili d’assalto di derivazione AK.","Una empuñadura de polímero para fusiles de asalto tipo AK.","Un garde-main en polymère pour les fusils d'assaut de type AK.","聚合物扶手，適用 AK 系列突擊步槍。","AK ベースのアサルトライフルのためのポリマーハンドガード。","Um guarda-mão de polímero para fuzis de assalto baseados em AK.","AK 型突击步枪的聚合物护手。",
"STR_cfgVehicles_real_AK_RailHndgrd0","AK Rail Handguard","AK Rail Handguard","Lištové předpažbí AK","AK-Schienenhandschutz","Реечное цевье АК","Łoże lufy AK","AK Rail Handguard","Paramani da scanalatura AK","Empuñadura de riel AK","Garde-main à rail de AK","AK 導軌扶手","AK レールハンドガード","Guarda-mão de trilho AK","AK 钢轨护手",
"STR_cfgVehicles_real_AK_RailHndgrd1","A rail handguard for AK based assault rifle. Allows mounting of additional accessories.","A rail handguard for AK based assault rifle. Allows mounting of additional accessories.","Lištové předpažbí útočné pušky AK. Umožňuje namontování dalších doplňků.","Ein Handschutz mit Schiene für AK-basierte Sturmgewehre. Ermöglicht das Anbringen zusätzlicher Aufsätze.","Реечное цевье для автоматов на базе АК. Позволяет устанавливать дополнительные приспособления.","Łoże do karabinu szturmowego AK. Umożliwia doczepianie dodatkowych akcesoriów.","A rail handguard for AK based assault rifle. Allows mounting of additional accessories.","Paramani da scanalatura per fucili d’assalto di derivazione AK. Consente di montare ulteriori accessori.","Una empuñadura de riel para fusiles de asalto AK. Se le pueden enganchar accesorios adicionales.","Un garde-main pour les fusils d'assaut de type AK. Le rail permet l'ajout d'accessoires.","導軌扶手，適用 AK 系列突擊步槍。可額外加裝配件。","AK ベースのアサルトライフルのためのレールハンドガード。追加で付属品を取り付けることができる。","Um guarda-mão de trilho para fuzil de assalto baseado no AK. Permite acoplar acessórios adicionais.","AK 型突击步枪的钢轨护手。可安装额外的附件。",
"STR_cfgVehicles_real_AK_WoodBttstck0","AKM Wooden Buttstock","AKM Wooden Buttstock","Dřevěná pažba AKM","AKM-Schulterstütze (Holz)","Деревянный приклад АКМ","Drewniana kolba AKM","AKM Wooden Buttstock","Calcio in legno AKM","Culata de madera AKM","Crosse en bois de AKM","AKM 木質槍托","AKM 木製銃床","Coronha de madeira AKM","AKM 木制枪托",
"STR_cfgVehicles_real_AK_WoodBttstck1","A wooden buttstock for AK based assault rifle.","A wooden buttstock for AK based assault rifle.","Dřevěná pažba na útočné pušky AK.","Eine hölzerne Schulterstütze für AK-basierte Sturmgewehre.","Деревянный приклад для автоматов на базе АК.","Drewniana kolba do karabinu szturmowego AK.","A wooden buttstock for AK based assault rifle.","Calcio in legno per fucili d’assalto di derivazione AK.","Una culata de madera para fusiles de asalto tipo AK.","Une crosse en bois pour les fusils d'assaut de type AK.","木質槍托，適用 AK 系列突擊步槍。","AK ベースのアサルトライフルのための木製の銃床。","Uma coronha de madeira para fuzil de assalto baseado no AK.","AK 型突击步枪的木制枪托。",
"STR_cfgVehicles_real_AK_WoodHndgrd0","AKM Wooden Handguard","AKM Wooden Handguard","Dřevěné předpažbí AKM","AKM-Handschutz (Holz)","Деревянное цевье АКМ","Drewniane łoże lufy AKM","AKM Wooden Handguard","Paramani in legno AKM","Empuñadura de madera AKM","Garde-main en bois de AKM","AKM 木質扶手","AKM 木製ハンドガード","Guarda-mão de madeira AKM","AKM 木制护手",
"STR_cfgVehicles_real_AK_WoodHndgrd1","A wooden handguard for AK based assault rifle.","A wooden handguard for AK based assault rifle.","Dřevěné předpažbí útočné pušky AK.","Ein hölzerner Handschutz für AK-basierte Sturmgewehre.","Деревянное цевье для автоматов на базе АК.","Drewniane łoże do karabinu szturmowego AK.","A wooden handguard for AK based assault rifle.","Paramani in legno per fucili d’assalto di derivazione AK.","Una empuñadura de madera para fusiles de asalto tipo AK.","Un garde-main en bois pour les fusils d'assaut de type AK.","木質扶手，適用 AK 系列突擊步槍。","AK ベースのアサルトライフルのための木製のハンドガード。","Um guarda-mão de madeira para fuzil de assalto baseado no AK.","AK 型突击步枪的木制护手。",
"STR_cfgVehicles_real_FAL_FoldingBttstck0","FAL Lightweight Buttstock","FAL Lightweight Buttstock","Lehká pažba FAL","Leichte FAL-Schulterstütze","Легкий приклад FAL","Lekka kolba FAL","FAL Lightweight Buttstock","Calcio leggero FAL","Culata ligera FAL","Crosse légère de FAL","FAL 輕便槍托","FAL 軽量銃床","Coronha leve FAL","FAL 轻型枪托",
"STR_cfgVehicles_real_FAL_FoldingBttstck1","A lightweight buttstock for the FAL battle rifle.","A lightweight buttstock for the FAL battle rifle.","Odlehčená pažba na bojovou pušku FAL.","Eine leichte Schulterstütze für das FAL-Kampfgewehr.","Легкий приклад для автоматической винтовки FAL.","Lekkiej konstrukcji polimerowa kolba do karabinu bojowego FAL.","A lightweight buttstock for the FAL battle rifle.","Calcio leggero per il fucile da battaglia FAL.","Una culata ligera para el fusil de combate FAL.","Une crosse légère pour le fusil d'assaut FAL.","輕便槍托，適用 FAL 戰鬥步槍。","FN FAL バトルライフルのための軽量な銃床。","Uma coronha leve para o fuzil de batalha FAL.","FN FAL 战斗步枪的轻型枪托。",
"STR_cfgVehicles_real_FAL_OEBttstck0","FAL Polymer Buttstock","FAL Polymer Buttstock","Polymerová pažba FAL","FAL-Polymer-Schulterstütze","Плм. приклад FAL","Polimerowa kolba FAL","FAL Polymer Buttstock","Calcio in polimero FAL","Culata de polímero FAL","Crosse polymère de FAL","FAL 聚合物槍托","FAL ポリマー銃床","Coronha de polímero FAL","FAL 聚合物枪托",
"STR_cfgVehicles_real_FAL_OEBttstck1","A polymer buttstock for the FAL battle rifle.","A polymer buttstock for the FAL battle rifle.","Polymerová pažba na bojovou pušku FAL.","Eine Polymer-Schulterstütze für das FAL-Kampfgewehr.","Полимерный приклад для автоматической винтовки FAL.","Polimerowa kolba do karabinu bojowego FAL.","A polymer buttstock for the FAL battle rifle.","Calcio in polimero per il fucile da battaglia FAL.","Una culata de polímero para el fusil de combate FAL.","Une crosse en polymère pour le fusil d’assaut FAL.","聚合物槍托，適用 FAL 戰鬥步槍。","FN FAL バトルライフルのためのポリマー銃床。","Uma coronha de polímero para o fuzil de batalha FAL.","FN FAL 战斗步枪的聚合物枪托。",
